cadena,dades_nutri,descr_add,format,info_prod,ingredients,instr,marca,nom_producte,preu,preu_volum,subconjunt
BonPreu," per 100 g  Valor energètic  744 kj / 179 kcal  Greixos  0,5 g  dels quals saturats  0,1 g  Hidrats de carboni  70,0 g  dels quals sucres  0,1 g  proteïnes  0,1 g  Sal  0,06 g","Xiclet amb edulcorants, sense sucre. Sabor a menta.Nom de l'operador:MONDELEZ ESPAÑA COMMERCIAL, SL C/ EUCALIPTO, 25 28016, MADRIDAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.04kg,Xiclets Trident 60 min peppermint en bossa de 40 grams,"INGREDIENTS: Edulcorants (xilitol, isomalt, sorbitol, maltitoles, acesulfam K, sucralosa), Goma base, aromes, Estabilitzant (goma aràbiga), emulgent (lecitines), Colorant (blau brillant FCF).",Conservar en un lloc fresc i sec.,TRIDENT,TRIDENT Xiclets 60 min peppermint,1.00,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  745 kj / 179 kcal  Greixos  0,5 g  dels quals saturats  0,1 g  Hidrats de carboni  70,0 g  dels quals sucres  0,1 g  proteïnes  0,1 g  Sal  0,06 g","Xiclet sense sucre amb edulcorants. Sabor menta.Nom de l'operador:MONDELEZ ESPAÑA COMMERCIAL, SL C/ EUCALIPTO, 25 28016, MADRIDAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.04kg,Xiclets Trident 60 min menta en bossa de 40 grams,"INGREDIENTS: Edulcorants (xilitol, isomalt, sorbitol, maltitoles, acesulfam K, sucralosa), Goma base, aromes, Estabilitzant (goma aràbiga), emulgent (lecitines), Colorants (complexos cúprics de clorofil·les i clorofil·lines, curcumina, blau brillant FCF).",Conservar en un lloc fresc i sec.,TRIDENT,TRIDENT Xiclets 60 min menta,1.00,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  1418 kJ / 333 kcalGreixos  menys de 0,5 gdels quals saturats  menys de 0,1 gHidrats de Carboni  77 gdels quals sucres  49 gProteïnes  5,5 gSal  menys de 0,01 g","Caramels de goma de sabor a fruites. Recoberts de sucre.Sense colorants artificials.Nom de l'operador:HARIBO ESPAÑA, SAUCTRA GIRONA - BANYOLES, KM 14 17844, CORNELLA DEL TERRIAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.15kg,Caramels de goma Haribo Ossets d'Or en bossa de 150 grams,"INGREDIENTS: xarop de glucosa, sucre (33%), aigua, gelatina, dextrosa, acidulant: àcid cítric, suc de fruites a partir de concentrat: poma, taronja, llimona, gerd, maduixa, pinya, aroma, concentrats de fruites i plantes: càrtam, espirulina, poma, kiwi, taronja, baia de saüc, llimona, grosella negra, arònia, raïm, mango, fruita de la passió, extracte de baia de saüc.",Mantenir en un lloc fresc i sec.,HARIBO,HARIBO Caramels de goma,1.25,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  1352 kJ / 319 kcalGreixos  0,5 gdels quals saturats  0,1 gHidrats de carboni  76 gdels quals sucres  27 gProteïnes  5,8 gSal  0,01 g","Caramels de goma sabor fruites.Nom de l'operador:HARIBO ESPAÑA, SAUCTRA GIRONA - BANYOLES, KM 14 17844, CORNELLA DEL TERRIAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.15kg,Caramels de goma Haribo Animaland amb sucre reduït en bossa de 150 grams,"INGREDIENTS: xarop de glucosa, sucre, humectant, xarop de sorbitol, aigua, gelatina, maltodextrina, acidulant, àcid cítric, aroma, concentrats de fruites i plantes, espriulina, càrtam, poma, rave, moniato, pastanaga, grosella negra, hibisc, taronja, llimona, mango, fruita de la passió, baia de saüc, cirera, agents de recobriment, cera d'abella blanca i groga, cera de carnauba. Pot contenir traces de llet i blat.",Mantenir en un lloc fresc i sec.,HARIBO,HARIBO Caramels de goma Animaland,1.25,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  1452 kJ / 343 kcalGreixos  3,5 gdels quals saturats  3,1 gHidrats de carboni  73 gdels quals sucres  41 gProteïnes  4,0 gSal  0,08 g","Geles dolces amb gust cirera.Nom de l'operador:HARIBO ESPAÑA, SAUCTRA GIRONA - BANYOLES, KM 14 17844, CORNELLA DEL TERRIAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.175kg,Regalèssies de cirera Haribo en bossa de 175 grams,"INGREDIENTS: farina de blat, sucre, xarop de glucosa i fructosa, aigua, emulgent: monoglicèrids i diglicèrids d'àcids grassos, acidulant: àcid cítric, aroma, concentrats de fruites i plantes: pastanaga, hibisc, colorants: curcumina, carmins, agent de recobriment: cera d'abella blanca i groga.Pot contenir llet.",Per a totes les edats excepte celíacs.Mantenir en un lloc fresc i sec.,HARIBO,HARIBO Regalèssies de cirera,1.25,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  1446 kJ / 341 kcalGreixos  1,9 gdels quals saturats  1,1 gHidrats de carboni  78,0 gdels quals sucres  46,0 gProteïnes  2,7gSal  0,86 g","Dolços de regalèssia negra.Nom de l'operador:HARIBO ESPAÑA, SAUCTRA GIRONA - BANYOLES, KM 14 17844, CORNELLA DEL TERRIAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.175kg,Regalessies negres Haribo en bossa de 175 grams,"INGREDIENTS: melassa, xarop de glucosa y fructosa, aigua, midó de blat de moro, extracte de regalèssia (3%), grassa de palma, sal, emulgent, monoglicèrids i diglicèrids d'àcids, corrector d'acidesa: carbonat àcid de sodi, conservador: sorbat potàssic, aroma, colorant: carbó vegetal, agents de recobriment: cera d'abella blanca i groga, cera de carnauba.",Mantenir en un lloc fresc i sec.,HARIBO,HARIBO Regalessies negres,1.25,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  1597 kJ / 377 kcalGreixos  4,3 gdels quals saturats  2,5 gHidrats de carboni  83 gdels quals sucres  61 gProteïnes  2,0 gSal  0,17 g","Geles dolces picants.Nom de l'operador:HARIBO ESPAÑA, SAUCTRA GIRONA - BANYOLES, KM 14 17844, CORNELLA DEL TERRIAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.15kg,Gominoles de regalèssia picants Haribo en bossa de 150 grams,"INGREDIENTS: sucre, xarop de glucosa, farina de blat, humectants: sorbitol, xarop de sorbitol, greix de palma, dextrosa, acidulants: àcid cítric, àcid màlic; agent de recobriment: cera de carnauba, midó de blat, midó de blat de moro, gelatina, emulgent: monoglicèrids i diglicèrids d'àcids grassos, corrector d'acidesa: citrat trisòdic, aroma, concentrats de fruites i plantes: grosella negra, baia de saüc, aronia, raïm, càrtam, taronja, llimona, extracte de baia de saüc.",Per a totes les edats excepte celíacs.Mantenir en un lloc fresc i sec.,HARIBO,HARIBO Gominoles de regalèssia picants,1.25,,Nutrició esportiva
BonPreu,"per 100 g:Valor energètic  1037 kJ / 249 kcalGreixos  1,3 gde les quals saturats  1,3 gHidrats de carboni  96 gdels quals sucres  0 gFibra alimentària  0 gProteïnes  0 gSal  0 g","Caramels comprimits gust a fruits vermells, amb edulcorants. Amb vitamina C afegida.Nom de l'operador:CHUPA CHUPS, SA UNIPERSONALS.Ind.Can Serra C/Masies n.16 08635, ST.ESTEVE SESROVIRESAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",,Caramels de fruits vermells Smint sense sucre en envàs de 50 unitats,"INGREDIENTS: edulcorants (sorbitol, sucralosa, acesulfam K), acidulants (àcid màlic, àcid cítric, àcid tartàric), aroma, antiaglomerant (sals magnèsiques d'àcids grassos), oli totalment hidrogenat de gira-sol, vitamina C, colorants (carmins, blau brillant FCF).",Un consum excessiu pot produir efectes laxants.Conservar en un lloc fresc i sec.,SMINT,SMINT Caramels de fruits vermells sense sucre,1.95,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1028 kJ / 246 kcal  Greixos  0,7 g  dels quals saturats  0,7 g  Hidrats de carboni  96 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g","Caramel comprimit sense sucre amb gust de maduixa. El producte conté 2x35g de caramels comprimits.País d'origen: Turquia.Nom de l'operador:CHUPA CHUPS, SA UNIPERSONALS.Ind.Can Serra C/Masies n.16 08635, ST.ESTEVE SESROVIRESAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.07kg,Caramel Smint maduixa sense sucre en envàs de 2 unitats,"INGREDIENTS: Edulcorants (sorbitol, aspartam, sucralosa, acesulfam K), acidulants (E296, E330, E334), aromes, antiaglomerant (E470b), oli totalment hidrogenat de gira-sol, colorant (E120).  Constitueix una font de fenilalanina.",Un consum excessiu pot produir efectes laxants.,SMINT,SMINT Caramel maduixa sense sucre,2.85,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  750 kJ / 180 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  75 g  dels quals sucres  <0,5 g  Proteïnes  0,6 g  Sal  0,06 g","Xiclet en dragees sabor menta. Sense sucres. Amb edulcorants.Sense gluten.Conté 33-37 unitats.Fabricat i envasat per King Regal, SA per a Bon Preu, SAU Ctra. C-17, km 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",33 per paquet,Xiclets de menta sense sucres Bonpreu en bossa de 33 unitats,"INGREDIENTS: edulcorants (sorbitol, maltitol, xarop de maltitol, mannitol, xilitol, aspartam, acesulfam K i sucralosa), goma base [antioxidant (BHT) i emulgent (lecitina de soja)], aromes, espessidor (goma aràbiga), colorant (diòxid de titani), humectant (glicerina), antiaglomerant (talc) i agents de recobriment (cera d'abella, cera de carnauba i goma laca).Un consum excessiu pot tenir efectes laxants.Conté una font de fenilalanina.",Conserveu-los en un lloc fresc i sec.,BONPREU,BONPREU Xiclets de menta sense sucres,0.79,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  389 kJ / 1653 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  97 g  dels quals sucres  79 g  Proteïnes  0 g  Sal  <0,01 g","Caramel dur refrescant. Sabor mentol i eucaliptus.Sense gluten.No recomanat per nens menors de 4 anys.País d'origen: Espanya.Nom de l'operador:MONDELEZ ESPAÑA COMMERCIAL, SL C/ EUCALIPTO, 25 28016, MADRIDAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.15kg,Caramels Respiral d'eucaliptus mentolats en bossa de 150 grams,"INGREDIENTS: sucre, xarop de glucosa, mentol, aroma.",Conservar en un lloc fresc i sec.,RESPIRAL,RESPIRAL Caramels eucaliptus mentol,1.20,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1452 kJ / 342 kcal  Greixos  1,0 g  dels quals saturats  0,9 g  Hidrats de carboni  83 g  dels quals sucres  44 g  Proteïnes  <1 g  Sal  0,47 g","Gel dolç. Regalèssia vermella amb gust de maduixa. La capsa conté 30-36 unitats.Envasat per King Regal SA per a Bon Preu SAU, Ctra. C-17, km 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.3kg,Regalèssia vermella Bonpreu en capsa de 300 grams,"INGREDIENTS: xarop de glucosa i fructosa, farina de blat, aigua, midó de blat de moro, sucre, acidulants (àcid cítric i àcid làctic), greix vegetal de palma, correctors d'acidesa (citrat trisòdic i lactat sòdic), aroma, sal, emulgent (monoglicèrids i diglicèrids d'àcids grassos), conservador (sorbat potàssic), colorant (cotxinilla) i agents de recobriment (cera d'abella, cera de carnauba i goma laca).",Conserveu-les en un lloc fresc i sec.,BONPREU,BONPREU Regalèssia vermella,1.70,,Nutrició esportiva
BonPreu," per 100 gr  Valor energètic  2270 kJ/544 kcal  Greixos  32 g  dels quals saturats  5,7 g  Hidrats de carboni  54 g  dels quals sucres  51 g  Fibra alimentària  3,6 g  Proteïnes  8,1 g  Sal  0,12 g","Crema de cacau i avellanes ecològica.País d'origen: Itàlia.Nom de l'operador:OFISTRADE SABUENOS AIRES 38-40 ENTR. C 08036, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.27kg,Crema de cacau ecològica Nocciolata en pot de 270 grams,"INGREDIENTS: sucre de canya*, pasta d'avellanes*(16%), oli de gira-sol*, llet desnatada en pols*, cacau*(6,5%), mantega de cacau*, emulgent: lecitina de gira-sol; extracte de vainilla*.Pot contenir altres fruits de closca.* Ecològic.",Conservar a temperatura ambient.,NOCCIOLATA,NOCCIOLATA Crema de cacau ecològica,3.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2299 kJ / 551 kcal  Greixos  33 g  dels quals saturats  5,4 g  Hidrats de carboni  57 g  dels quals sucres  55 g  Proteïnes  5 g  Sal  0,14 g  Fòsfor  141 mg  Magnesi  69 mg","Crema al cacau amb avellanes.Sense oli de palma.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.32kg,Crema de xocolata amb avellanes Nocilla en pot de 320 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, cacau desgreixat en pols (8,5%), mantega de cacau, llet desnatada en pols (4,5%), avellanes (4%), sòlids lactis, emulgents (lecitina de soja, E 476), aroma. Pot contenir altres fruits de closca.","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Crema de xocolata amb avellanes,2.85,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  2279 kJ / 546 kcalGreixos  32,0 gdels quals saturats  5,9 gHidrats de carboni  58,0 gdels quals sucres  56,0 gProteïnes  5,0 gFibra alimentària  3,0 gSal  0,10 g","Crema al cacau amb avellanes.Sense oli de palma.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.9kg,Crema cacau amb avellanes Nocilla Original en pot de 900 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, cacau desgreixat en pols (8,5%), mantega de cacau, llet desnatada en pols (4,5%), avellanes (4%), sòlids làctics, emulgent (lecitina de soja), aroma.Pot contenir altres fruits de closca.","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Crema cacau amb avellanes,4.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2279 kJ / 546 kcal  Greixos  32 g  dels quals saturats  6,4 g  Hidrats de carboni  58 g  dels quals sucres  56 g  Fibra alimentària  3 g  Proteïnes  5 g  Sal  0,14 g","Crema al cacau amb avellanes.País d'origen: Espanya.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.62kg,Crema de cacau amb avellanes Nocilla en pot de 620 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, cacau desgreixat en pols (8,5%), mantega de cacau, llet desnatada en pols (4,5%), avellanes (4%), sòlids làctics, emulgent (lecitina de soja) i aroma.Pot contenir altres fruits de closca.","Mantenir fora del frigorífic, en lloc fresc i sec.",NOCILLA,NOCILLA Crema cacau amb avellanes,4.40,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2252 kJ / 539 kcal  Greixos  30,9 g  dels quals saturats  10,6 g  Hidrats de carboni  57,5 g  dels quals sucres  56,3 g  Proteïnes  6,3 g  Sal  0,104 g","Crema per untar d'avellanes i cacau.Nom de l'operador:FERRERO IBERICA SAWTC ALMEDA PARK. PLAÇA DE LA PAU, S/N EDIFICI 2 PLANTA 3 08940, CORNELLA DE LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.35kg,Crema de cacau i avellanes per untar Nutella en pot de 350 grams,"INGREDIENTS: sucre, mantega de palma, avellanes (13%), llet desnatada en pols (8,7%), cacau desgreixat (7,4%), emulgents: lecitines (soja), vainilla.",Conservar en lloc fresc i sec.,NUTELLA,NUTELLA Crema de cacau-avellanes per untar,2.95,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2252 kJ / 539 kcal  Greixos  30,9 g  dels quals saturats  10,6 g  Hidrats de carboni  57,5 g  dels quals sucres  56,3 g  Proteïnes  6,3 g  Sal  0,107 g","Crema per untar d'avellanes i cacau.Nom de l'operador:FERRERO IBERICA SAWTC ALMEDA PARK. PLAÇA DE LA PAU, S/N EDIFICI 2 PLANTA 3 08940, CORNELLA DE LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.7kg,Crema de cacau i avellanes per untar Nutella en pot de 700 grams,"INGREDIENTS: sucre, mantega de palma, avellanes (13%), llet desnatada en pols (8,7%), cacau desgreixat (7,4%), emulgents: lecitines (soja), vainillina. També conté fruita seca.",Conservar en lloc fresc i sec.,NUTELLA,NUTELLA Crema cacau i avellanes per untar,4.85,,Nutrició esportiva
BonPreu," Per 100 g  Valors energètics  2252 kJ / 539 kcal  Greixos  30,9 g  dels quals saturats  10,6 g  Hidrats de carboni  57,5 g  dels quals sucres  56,3 g  Proteïnes  6,3 g  Sal  0,107 g","Crema per untar d'avellanes i cacau.Nom de l'operador:FERRERO IBERICA SAWTC ALMEDA PARK. PLAÇA DE LA PAU, S/N EDIFICI 2 PLANTA 3 08940, CORNELLA DE LLOBREGATAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.2kg,Crema d'untar Nutella en pot de 200 grams,"INGREDIENTS: sucre, mantega de palma, avellanes (13%), llet desnatada en pols (8,7%), cacau desgreixat (7,4%), emulgents: lecitines (soja), vainillina.",Conservar en lloc fresc i sec.,NUTELLA,NUTELLA Crema cacau amb avellanes per untar,2.10,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2305 kJ / 552 kcal  Greixos  32 g  dels quals saturats  6,1 g  Hidrats de carboni  60 g  dels quals sucres  58 g  Fibra alimentària  1,8 g  Proteïnes  4,5 g  Sal  0,17 g","Doble crema al cacau i llet amb avellanes.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.62kg,Doble crema al cacau Nocilla en pot de 620 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, llet desnatada en pols (6,9%), mantega de cacau, sòlids lactis, cacau desgreixat en pols (4,3%) , avellanes (3,9%), emulgent (lecitina de soja), aromes.  Pot contenir altres fruits de closca.","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Doble crema al cacau,4.40,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  544 kcal / 2274 kJ  Greixos  31 g  dels quals saturats  5,9 g  Hidrats de carboni  62 g  dels quals sucres  61 g  Proteïnes  4 g  Sal  0,2 g","Crema de llet amb avellanes.País d'origen: Espanya.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.18kg,Crema de llet amb avellanes Nocilla Llet en pot de 180 grams,"INGREDIENTS: sucre, olis vegetals de palma, gira-sol i gira-sol alt oleic, llet desnatada en pols (9,3%), sòlids lactis, avellanes (3,8%), emulgent (lecitina de soja), aromes.Pot contenir altres fruits de closca.","Mantenir fora del frigorífic, en lloc fresc i sec.",NOCILLA,NOCILLA Crema de llet amb avellanes,1.85,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2279 kJ / 546 kcal  Greixos  32 g  dels quals saturats  6,4 g  Hidrats de carboni  58 g  dels quals sucres  56 g  Proteïnes  5 g  Sal  0,14 g","Crema al cacau amb avellanes. Conté 12 racions per envàs.País d'origen: Espanya.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.18kg,Crema de cacau amb avellanes Nocilla en pot de 180 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, cacau desgreixat en pols (8,5%), mantega de cacau, llet desnatada en pols (4,5%), avellanes (4%), sòlids lactis, emulgent (lecitina de soja), aroma.Pot contenir altres fruits de closca.","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Crema de cacau amb avellanes,1.99,,Nutrició esportiva
BonPreu," per 100 gr  Valor energètic  1822 Kj / 441 kcal  Greixos  29 g  dels quals saturats  5,4 g  Hidrats de carboni  52 g  dels quals sucres  5,5 g  Fibra alimentària  12 g  Proteïnes  4,5 g  Sal  0,1 g","Crema al cacau amb avellanes. Amb edulcorants. 0% sucres afegits.País d'origen: Espanya.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.18kg,Crema de cacau  0% Nocilla en pot de 180 grams,"INGREDIENTS: Edulcorants (maltitol, glicòsids d'esteviol), oli vegetals (palma, gira-sol, gira-sol alt oleic), polidextrosa, cacau desgreixat en pols (8,5%), llet desnatada en pols (4,5%), avellanes (4%), sòlids lactis, emulgents (lecitina de soja, E-476), aromes. Pot contenir altres fruits de closca","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Crema de cacau 0%,2.15,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2279 kJ / 546 kcal  Greixos  32 g  dels quals saturats  6,4 g  Hidrats de carboni  58 g  dels quals sucres  56 g  Proteïnes  5 g  Sal  0,14 g","Crema al cacau amb avellanes. Conté 25 racions per envàs.País d'origen: Espanya.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.36kg,Crema de cacau amb avellanes Nocilla original en pot de 360 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, cacau desgreixat en pols (8,5%), mantega de cacau, llet desnatada en pols (4,5%), avellanes (4%), sòlids lactis, emulgent (lecitina de soja), aroma.Pot contenir altres fruits de closca.","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Crema de cacau amb avellanes,2.85,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2295 kJ / 550 kcal  Greixos  32 g  dels quals saturats  5,8 g  Hidrats de carboni  60 g  dels quals sucres  58 g  Proteïnes  4,5 g  Sal  0,14 g","Doble crema al cacau i llet amb avellanes. Conté 25 racions per envàs.País d'origen: Espanya.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.36kg,Crema de cacau duo Nocilla en pot de 360 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, llet desnatada en pols (6,9%), mantega de cacau, sòlids lactis, cacau desgreixat en pols (4,3 %), avellanes (3,9%), emulgent (lecitina de soja), aromes. Pot contenir altres fruits de closca.","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Crema de cacau,2.85,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  1039 kJ / 245 kcal  Greixos  0,5 g  dels quals saturats  0,1 g  Hidrats de carboni  58 g  dels quals sucres  51 g  Fibra alimentària  1,7 g  Proteïnes  0,9 g  Sal  0,01 g","Confitura de castanya.Nom de l'operador:ANDROS LA SERNA SLU BARRIO GRAJALES  S/N. LA SERNA DE IGUÑA 39450, ARENAS DE IGUÑAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.39kg,Confitura de castanya Bonne Maman en pot de 390 grams,"INGREDIENTS: sucre, castanya, sucre de canya, vainilla.Elaborada amb 40 g de castanyes per cada 100 g. Total en sucres 60 g per 100 g.","Conservar en lloc fresc i sec. Un cop obert, mantenir refrigerat.",BONNE MAMAN,BONNE MAMAN Confitura de castanya,2.99,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  2305 kJ / 552 kcal  Greixos  32 g  dels quals saturats  6,1 g  Hidrats de carboni  60 g  dels quals sucres  58 g  Proteïnes  4,5 g  Sal  0,17 g","Doble crema al cacau i llet amb avellanes. Conté 12 racions per envàs.País d'origen: Espanya.Nom de l'operador:NUTREXPA, SLCR LEPANTO, 410-414 08025, BARCELONAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.19kg,Crema de cacau duo Nocilla en pot de 180 grams,"INGREDIENTS: sucre, oli de gira-sol alt oleic, llet desnatada en pols (6,9%), mantega de cacau, sòlids lactis, cacau desgreixat en pols (4,3 %), avellanes (3,9%), emulgent (lecitina de soja), aromes. Pot contenir altres fruits de closca.","Mantenir fora de la nevera, en lloc fresc i sec.",NOCILLA,NOCILLA Crema de cacau,1.99,,Nutrició esportiva
