cadena,dades_nutri,descr_add,format,info_prod,ingredients,instr,marca,nom_producte,preu,preu_volum,subconjunt
BonPreu, per 100 gr  Valor energètic  3700 kJ / 900 Kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva suau. Ric en vitamines A, D, E i K. Afavoreix l'absorció de minerals. País origen: Espanya.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Oli d'oliva suau Borges en ampolla d'1 litre,INGREDIENTS: oli d'oliva refinat i oli d'oliva verge.,"Emmagatzemar en un lloc fresc i sec, lluny de la llum solar. Tancar després de cada ús.",BORGES,BORGES Oli d'oliva suau,4.99,,Nutrició esportiva
BonPreu, Per 100 ml  Valor energètic  3404 kJ / 828 kcal  Greixos  92 g  dels quals saturats  14 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra d'oliva arbequina.Nom de l'operador:ACTEL, SCCLCTRA. VALL D'ARAN, KM 3 25196, LLEIDAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.75L,Oli d'oliva verge extra d'olives arbequines Germanor en ampolla de vidre de 750 ml,"INGREDIENTS: oli d'oliva verge extra de categoria superior, obtingut directament d'olives i tan sols mitjançant procediments mecànics.",Conservar protegit de la llum i la calor.,GERMANOR,GERMANOR Oli d'oliva verge extra,6.59,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra.País d'origen: Espanya.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Oli d'oliva verge extra Borges en ampolla d'1 litre,INGREDIENTS: oli d'oliva verge extra.,"Emmagatzemar en un lloc fresc i sec, lluny de la llum solar. Tancar després de cada ús.",BORGES,BORGES Oli d'oliva verge extra,5.99,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  900 kcal / 3700 kJ  Greixos  100 g  dels quals saturats  13 g  Hidrats de carboni  79 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva. Conté olis d'oliva refinats i olis d'oliva verges.País d'origen: Espanya.Nom de l'operador:DEOLEO GLOBAL, S.A.U.Ctra N-IV Km 388 14610, ALCOLEAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.75L,Oli d'oliva verge extra Carbonell en ampolla de 750 ml,INGREDIENTS: oli d'oliva verge extra.,Mantenir en lloc fresc i sec.,CARBONELL,CARBONELL Oli d'oliva verge extra,4.69,,Nutrició esportiva
BonPreu, per 100 ml  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  saturats  13 g  Hidrats de carboni  0 g  sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra.Nom de l'operador:DEOLEO GLOBAL, S.A.U.Ctra N-IV Km 388 14610, ALCOLEAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",3L,Oli d'oliva verge extra Hojiblanca en garrafa de 3 litres,INGREDIENTS: oli d'oliva verge extra.,Mantenir en lloc fresc i sec.,HOJIBLANCA,HOJIBLANCA Oli d'oliva verge extra,15.99,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra. Ric en vitamines A, D, E i K. Afavoreix l'absorció de minerals.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",2L,Oli d'oliva verge extra Borges en garrafa de 2 litres,INGREDIENTS: oli d'oliva verge extra.,"Mantenir en un lloc fresc i sec, lluny de la llum solar.Tancar després de cada ús.",BORGES,BORGES Oli d'oliva verge extra,10.99,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3.382 kJ / 822 kcal  Greixos  91 g  dels quals saturats  14 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra d'arbequina de primera collita. Alt contingut en vitamina E extracció en fred.Nom de l'operador:EUROALIMENT PACSLUP.I.AL-KANIS - NAU A - CTRA N.230 KM. 11,2 25124, ROSSELLOAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.5L,Oli d'oliva verge extra Pons en llauna de 500 ml,INGREDIENTS: oli d'oliva verge extra.,"Emmagatzemar en un lloc fresc i protegir de la llum directa. Per sota dels 6 ºC l'oli d'oliva es pot solidificar o enterbolir, la qual cosa no afecta a la seva qualitat.",PONS,PONS Oli d'oliva verge extra,4.75,,Nutrició esportiva
BonPreu, per 100 ml  Valor energètic  3040 kJ / 828 kcal  Greixos  92 g  dels quals saturats  12 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra. Conté olis d'oliva refinats i olis d'oliva verges.Nom de l'operador:DEOLEO GLOBAL, S.A.U.Ctra N-IV Km 388 14610, ALCOLEAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Oli d'oliva verge extra Hojiblanca en ampolla d'1 litre,INGREDIENTS: oli d'oliva verge extra.,Mantenir en lloc fresc i sec.,HOJIBLANCA,HOJIBLANCA Oli d'oliva verge extra,5.49,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva suau. Conté exclusivament olis d'oliva refinats i olis d'oliva verges. Fabricat i envasat per BAIEO SAU - (Borges) per a BON PREU, SAU - Ctra. C-17, km. 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",2L,"Oli d'oliva Bonpreu suau 0,4º acidesa màxima en ampolla de 2 litres",INGREDIENTS: oli d'oliva refinat i oli d'oliva verge extra.,Conserveu-lo en un lloc fresc i sec. Protegiu-lo de la llum. Tanqueu bé l'envàs després del seu ús.,BONPREU,BONPREU Oli d'oliva suau,6.39,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  900 kcal / 3700 kJ  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra. Oli d'oliva de categoria superior obtingut directament de les olives i només mitjançant procediments mecànics. Oli d'origen espanyol. Fabricat i envasat per BAIEO SAU - (Borges) per a Bon Preu SAU, Ctra. C-17, km 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Oli d'oliva verge extra Bonpreu en ampolla d'1 litre,INGREDIENTS: oli d'oliva verge extra.,Conserveu-lo en lloc fresc i sec i protegiu-lo de la llum. Tanqueu bé l'envàs després d'utilitzar-lo.,BONPREU,BONPREU Oli d'oliva verge extra,3.95,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g dels quals saturats  10 g  Hidrats de carboni  0 g dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli refinat de gira-sol. Fabricat i envasat per Borges Agricultural&Industrial Edible Oils, SAU per a BON PREU, SAU - Ctra. C-17, km. 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Oli refinat de gira-sol Bonpreu en ampolla d'1 litre,INGREDIENTS: oli refinat de gira-sol.,Conserveu-lo en un lloc fresc i sec i protegiu-lo de la llum solar. Tanqueu bé lenvàs després dutilitzar-lo.,BONPREU,BONPREU Oli refinat de gira-sol,1.45,,Nutrició esportiva
BonPreu,Valors mitjans per 100 g Valor energètic900 Kcal/3700kJ Proteïnes0 g  Hidrats de carboni 0 g Greixos 100 g dels quals Saturats 10 g Monoinsaturats 15 g Poliinsaturats 75 g Colesterol 0 mg,"Oli refinat de gira-sol alt oleic especial fregir Bonpreu. 0,2º d'acidesa màxima.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Oli especial per fregir Bonpreu en ampolla d'1 litre,INGREDIENTS: Oli refinat de gira-sol alt oleic i antiespumant (dimetilpolisiloxa).,"Mantingui'l en un lloc fresc, sec i protegit de la llum.",BONPREU,BONPREU Oli de gira-sol per fregir,1.79,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva intens. Oli que conté exclusivament olis d'oliva que s'han sotmès a un tractament de refinació i olis obtinguts directament d'olives.Fabricat i envasat per BAIEO SAU - (Borges) per a BON PREU, SAU - Ctra. C-17, km. 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,"Oli d'oliva intens Bonpreu 0,8º acidesa màxima en ampolla d'1 litre",INGREDIENTS: oli d'oliva verge extra i oli d'oliva refinat.,Conserveu-lo en un lloc fresc i sec i protegiu-lo de la llum. Tanqueu bé l'envàs després del seu ús.,BONPREU,BONPREU Oli d'oliva intens,3.25,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva de categoria superior obtingut directament de les olives i només mitjançant procediments mecànics. Aquest és un oli amb un sabor intens i una aroma natural d'olives en el seu estat ideal de maduresa.Fabricat i envasat per Borges Agricultural&Industrial Edible Olis, SAU per a Bon Preu, SAU, Ctra C-17, km 73, 08508 - Les Masies de Voltregà.Origen espanyol.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.75L,Oli d'oliva verge extra Selecció Bonpreu en ampolla de 750 ml,INGREDIENTS: oli d'oliva verge extra. Oli d'origen espanyol.,"Conserveu-lo en un lloc fresc i sec, protegiu-lo de la llum.",BONPREU,BONPREU Oli d'oliva verge extra,3.69,,Nutrició esportiva
BonPreu,Per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  13 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva.País d'origen: Espanya.Nom de l'operador:DEOLEO GLOBAL, S.A.U.Ctra N-IV Km 388 14610, ALCOLEAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Oli d'oliva suau Carbonell en ampolla d'1 litre,INGREDIENTS: oli d'oliva refinat i oli d'oliva verge.,Conservar en lloc fresc i protegit de la llum.,CARBONELL,CARBONELL Oli d'oliva suau,4.99,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  10 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli refinat de gira-sol. Alt contingut en àcids grassos poliinsaturats. Alt contingut en vitamina E.País origen: Espanya.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Oli refinat de gira-sol Borges Borgesol en ampolla d'1 litre,INGREDIENTS: oli refinat de gira-sol.,"Conservar en lloc fresc i sec, lluny de la llum solar. Tancar després de cada ús.",BORGES,BORGES Oli refinat de gira-sol,2.45,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  900 kcal / 3700 kJ  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra.Oli d'origen espanyol.Fabricat i envasat per BAIEO SAU - (Borges) per a Bon Preu SAU, Ctra. C-17, km 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",2L,Oli d'oliva verge extra Bonpreu en ampolla de 2 litres,INGREDIENTS: oli d'oliva verge extra. Oli d'oliva de categoria superior obtingut directament de les olives i només mitjançant procediments mecànics.,Conserveu-lo en lloc fresc i sec i protegiu-lo de la llum.Tanqueu bé l'envàs després d'utilitzar-lo.,BONPREU,BONPREU Oli d'oliva verge extra,7.89,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva intens. Oli que conté exclusivament olis d'oliva que s'han sotmès a un tractament de refinació i olis obtinguts directament d'olives.Fabricat i envasat per BAIEO SAU - (Borges) per a BON PREU, SAU - Ctra. C-17, km. 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",2L,"Oli d'oliva intens 0,8º acidesa màxima Bonpreu en ampolla de 2 litres",INGREDIENTS: oli d'oliva verge extra i oli d'oliva refinat.,Conserveu-lo en un lloc fresc i sec. Protegiu-lo de la llum. Tanqueu bé l'envàs després del seu ús.,BONPREU,BONPREU Oli d'oliva intens,6.39,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva suau. Oli que conté exclusivament olis d'oliva que s'han sotmès a un tractament de refinació i olis obtinguts directament d'olives.Fabricat i envasat per BAIEO SAU - (Borges) per a BON PREU, SAU - Ctra. C-17, km. 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,"Oli d'oliva suau Bonpreu 0,4º acidesa màxima en ampolla d'1 litre",INGREDIENTS: oli d'oliva refinat i oli d'oliva verge.,Conserveu-lo en un lloc fresc i sec. Protegiu-lo de la llum. Tanqueu bé l'envàs després del seu ús.,BONPREU,BONPREU Oli d'oliva suau,3.20,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva suau. Conté exclusivament olis d'oliva refinats i olis d'oliva verges. Ric en vitamines A, D, E i K. Afavoreix l'absorció de minerals.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",2L,Oli d'oliva suau Borges en ampolla de 2 litres,"INGREDIENTS: oli d'oliva refinat, oli d'oliva verge extra.Oli que conté exclusivament olis d'oliva que s'hagin sotmès a un tractament de refinat i d'olis obtinguts directament d'olives.","Emmagatzemar en un lloc fresc i sec, lluny de la llum solar.Tancar després de cada ús.",BORGES,BORGES Oli d'oliva suau,9.89,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  900 Kcal / 3700 kJ  Greixos  100 g dels quals saturats  10 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Fibra alimentària  0 g  Proteïnes  0 g  Sal  0 g,"Oli refinat de gira-sol Bonpreu. Amb una acidesa màxima de 0,2º.Fabricat i envasat per RSI 16.53/L per a BON PREU, SAU - Ctra. C-17, km 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",2L,Oli refinat de gira-sol Bonpreu en ampolla de 2 litres,INGREDIENTS: Oli refinat de gira-sol.,Conserveu-lo en un lloc fresc i sec i protegiu-lo de la llum solar. Tanqueu l'emvàs després d'utilitzar-lo.,BONPREU,BONPREU Oli refinat de gira-sol,2.89,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  10 g  monoinsaturats  75 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g  Vitamina E  60 mg,"Oli refinat de llavors de  gira-sol especial per a fregir.Naturalment ric en vitamina E, alt contingut en greixos monoinsaturats.País de origen: Espanya.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Oli refinat de gira-sol alt oleic per fregir Borges Borgefrit en ampolla d'1 litre,"INGREDIENTS: oli refinat de gira-sol, antiespumant E-900.","Emmagatzemar en un lloc fresc i sec, lluny de la llum solar. Tancar després de cada ús.",BORGES,BORGES Oli refinat de gira-sol per fregir,2.29,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  13 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli refinat de gira-sol.Fabricat i envasat per Aceites del Sur-Coosur, SA per a BON PREU, SAU - Ctra. C-17, km. 73 - 08508 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",5L,Oli refinat de gira-sol Bonpreu en garrafa de 5 litres,INGREDIENTS: oli refinat de gira-sol.,Conserveu-lo en un lloc fresc i sec i protegiu-lo de la llum solar. Tanqueu be l'envàs després d'utilitzar-lo.,BONPREU,BONPREU Oli refinat de gira-sol,6.95,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra Arbequina.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.75L,Oli d'oliva verge extra Arbequina Borges en ampolla de 750 ml,INGREDIENTS: oli d'oliva verge extra.,"Conservar en un lloc fresc i sec, lluny de la llum solar. Tancar després de cada ús.",BORGES,BORGES Oli d'oliva verge extra arbequina,5.49,,Nutrició esportiva
BonPreu, per 100 ml  Valor energètic  3389 kj / 824 kcal  Greixos  92 g  dels quals saturats  14 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva intens. Oli que conté exclusivament olis d'oliva que s'hagin sotmès a un tractament de refinat i olis obtinguts directament d'olives.Nom de l'operador:OLEO MASIA, SAAVENIDA RAFAEL YBARRA, 1 41703, DOS HERMANASAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",1L,Oli d'oliva intens La Masia Sumum en ampolla d'1 litre,INGREDIENTS: oli d'oliva verge i oli d'oliva refinat.,Preservar de la calor i de l'excés de llum.,LA MASIA,LA MASIA Oli d'oliva intens,4.59,,Nutrició esportiva
BonPreu, per 100 gr  Valor energètic  3700 Kj / 900 Kcal  Greixos  100 g  dels quals saturats  16 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva suau, ric en vitamines A, D, E i K. Afavoreix l'absorció de minerals.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",5L,Oli d'oliva suau Borges en garrafa de 5 litres,"INGREDIENTS: oli d'oliva refinat, oli d'oliva verge extra.","Emmagatzemar en un lloc fresc i sec, lluny de la llum solar. Tancar després de cada ús.",BORGES,BORGES Oli d'oliva suau,24.59,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  3700 kJ / 900 kcal  Greixos  100 g  dels quals saturats  17 g  Hidrats de carboni  0 g dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra arbequina. Oli d'oliva de categoria superior obtingut directament de les olives i només mitjançant procediments mecànics.Fabricat i envasat per Agro Foods & Commerce SL per a Bon Preu SAU, Ctra. C-17, km 73 - 08508 Les Masies de Voltregà.Fet a Catalunya.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.75L,Oli d'oliva verge extra arbequina Bonpreu en ampolla de 750 ml,INGREDIENTS: oli d'oliva verge extra. Oli d'origen espanyol.,"Recomanacions: tanqueu l'envàs després d'utilitzar-lo.Conservació: conserveu-lo en un lloc fresc i sec, i protegiu-lo de la llum.",BONPREU,BONPREU Oli d'oliva verge extra arbequina,4.95,,Nutrició esportiva
BonPreu, per 100 g  Valor energètic  882 kcal / 3626 kJ  Greixos  98 g  dels quals saturats  14 g  Hidrats de carboni  0 g  dels quals sucres  0 g  Proteïnes  0 g  Sal  0 g,"Oli d'oliva verge extra, de la varietat arbequina. D.O.P. Siurana. Ampolla amb tap anti-degoteig.Nom de l'operador:OLIS DE CATALUNYA, SLc/Joan Oliver, 16-24 Pol.I.Mas Animes 43206, REUSAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.75L,"Oli d'oliva verge extra Olearum DO Siurana en ampolla de vidre de 0,75 litres",INGREDIENTS: oli d'oliva de categoria superior obtingut directament d'olives i només mitjançant procediments mecànics.,Preservar de la calor i de l'excés de llum.,OLEAURUM,OLEAURUM Oli d'oliva verge extra,8.35,,Nutrició esportiva
BonPreu,"per 100 g:Valors energètics  82 kJ / 19 kcalGreixos  0 gdels quals saturats  0 gHidrats de carboni  0,9 gdels quals sucres  0,5 gProteïnes  0 gSal  0,01 g","Vinagre ecològic de sidra de poma sense filtrar.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Vinagre ecològic de poma Borges en ampolla de 250 ml,INGREDIENTS: vinagre ecològic de poma.,"Algunes partícules poden aparèixer a causa dels canvis de temperatura. Aquest és un procés natural i no afecta la qualitat o el sabor.Emmagatzemar en un lloc fresc i sec, lluny de la llum solar. Tancar després de cada ús.",BORGES,BORGES Vinagre ecològic de poma,2.35,,Nutrició esportiva
BonPreu," per 100 g  Valor energètic  335 kJ / 80 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  15 g  dels quals sucres  15 g  Proteïnes  0,7 g  Sal  0,07 g","Vinagre Balsàmic de Mòdena. Indicazione geografica protteta.Envasat per Vinagrerías Riojanas, SA Avda. Mendavia, 8. 26009 Logroño (La Rioja) per a BON PREU, SAU - Ctra. C-17 km73 - 08509 Les Masies de Voltregà.Avís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Vinagre balsàmic de Mòdena Bonpreu en ampolla de 250 ml,"INGREDIENTS: vinagre de vi (sulfits), concentrat de most de raïm i colorant (caramel de sulfit amònic). ","Conserveu-lo en un lloc fresc, sec i protegit per la llum solar.",BONPREU,BONPREU Vinagre balsàmic de Mòdena,1.30,,Nutrició esportiva
BonPreu," per 100 ml  Valor energètic  471 kJ / 111 kcal  Greixos  0 g  dels quals saturats  0 g  Hidrats de carboni  22 g dels quals sucres  22 g  Proteïnes  0,7 g  Sal  0,05 g","""Acetato balsamico di Modena IGP"" vinagre balsàmic de Mòdena.Nom de l'operador:BORGES BRANDED FOODS, SLU AV. JOSEP TREPAT I GALCERAN 38 25300, TARREGAAvís:La informació del producte pot no estar actualitzada. Et recomanem que revisis la informació de l'envàs del producte abans d'utilitzar-lo o consumir-lo, per confirmar la seva composició i al·lèrgens, entre altres.",0.25L,Vinagre balsàmic de mòdena Borges en ampolla de 250 ml,"INGREDIENTS: vinagre de vi, most de raïm concentrat, most de raïm cuit, colorant E-150d.Conté sulfits.El producte pot presentar precipitats causa d'un procés de repòs, mantenint tant el seu sabor com la seva qualitat.",Conservar a temperatura ambient.,BORGES,BORGES Vinagre balsàmic de mòdena,1.95,,Nutrició esportiva
